Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
SAT,2003,0.24,0.46,0.63,0.51,Racing
PS,1998,0.18,0.12,0,0.02,Platform
PSV,2015,0.01,0,0.04,0,Action
PS3,2010,0,0,0.05,0,Adventure
PS2,,0.11,0.09,0,0.03,Adventure
PSV,2015,0.04,0.02,0.09,0.02,Action
X360,2012,0.62,0.78,0.01,0.15,Racing
PS2,2001,1.36,0.86,0.64,0.13,Action
Wii,2007,0.56,0,0,0.04,Action
Wii,2007,0.53,0.45,0,0.12,Racing
PSV,2001,0.41,0.21,0.86,0.25,Action
XB,2003,0.09,0.02,0,0,Action
GBA,2004,0.42,0.15,0,0.01,Adventure
GBA,2001,0.01,0,0,0,Action
PS2,2003,0.49,0.38,0,0.13,Racing
PC,1999,0,0.05,0,0.01,Action
3DS,2011,0.18,0,0,0.01,Racing
DS,2010,0,0,0.17,0,Action
PC,2009,0,0.02,0,0,Adventure
PSV,2015,0.01,0.08,0,0.02,Action
2600,1983,0.31,0.02,0,0,Action
DS,2009,0.16,0.15,0,0.04,Adventure
3DS,2011,0.09,0.09,0,0.02,Action
PS,1996,0.02,0.01,0,0,Action
DS,2006,0.04,0,0,0,Adventure
PS2,2011,0,0,0.01,0,Adventure
PSV,2013,0,0.06,0,0.02,Action
PS2,2005,0.24,0.19,0,0.06,Action
PS2,2003,0.26,0.2,0,0.07,Platform
WiiU,2013,2.11,1.16,0.73,0.32,Platform
DS,2009,0,0,0.01,0,Action
PS3,2014,0,0,0.05,0,Racing
PSV,2014,0,0,0.01,0,Adventure
X360,2013,0.26,0.12,0.01,0.04,Action
PS,1998,0.34,0.23,0,0.04,Platform
X360,2010,0.1,0,0,0.01,Platform
XB,2002,0.04,0.01,0,0,Adventure
PSP,2011,0,0,0.11,0,Action
N64,1999,0.25,0.06,0,0,Racing
N64,1998,0.31,0.07,0,0,Racing
PSP,2010,0,0,0.01,0,Adventure
GC,2004,0.22,0.06,0,0.01,Action
XB,2001,0.09,0.02,0,0,Racing
XB,2003,0.22,0.06,0,0.01,Action
Wii,2009,0.06,0.02,0,0.01,Action
PS2,1990,0.6,0.32,0.48,0.85,Adventure
PS2,2002,0.04,0.03,0,0.01,Racing
GBA,2005,0.08,0.03,0,0,Action
TG16,2000,0.02,0.21,0.17,0.58,Adventure
GC,2004,0.06,0.02,0,0,Platform
PSP,2013,0,0,0.12,,Action
PS4,2016,0,0,0.01,0,Adventure
DS,2006,0.07,0,0,0.01,Action
DS,2006,0.08,0.01,0,0.01,Adventure
DS,2007,0.22,0,0,0.02,Racing
Wii,2007,0.3,0.01,0,0.03,Action
GBA,2003,2.93,1.25,0.83,0.2,Platform
N64,1991,0.06,0.04,0.42,0.42,Action
PSP,2012,0,0,0.04,0,Action
PS,1997,0.95,0.64,0.27,0.13,Action
Wii,2008,0.09,0,0,0.01,Racing
GBA,2003,0.33,0.12,0,0.01,Racing
X360,2005,1,0.13,0.02,0.1,Racing
PS2,2005,0.07,0.06,0,0.02,Racing
PSV,2008,0.6,0.29,0.49,0.9,Action
3DS,2012,0,0,0.05,0,Action
DS,2008,0,0,0.02,0,Adventure
PS2,2002,0.03,0.02,0,0.01,Racing
PS2,2004,0.09,0.07,0,0.02,Action
3DS,2015,0,0,0.13,0,Action
WiiU,2012,0.04,0.02,0.02,0.01,Action
N64,2000,0.63,0.06,1.03,0.04,Platform
PSP,2011,0,0,0.06,0,Adventure
PS,2001,0.17,0.12,0,0.02,Action
PS,1999,0.08,0.06,0,0.01,Adventure
DS,2008,0.36,0,0,0.03,Racing
PSV,2016,0,0,0.03,0,Action
WiiU,2011,0.24,0.11,0.46,0.41,Racing
N64,1999,0.1,0.02,0,0,Platform
TG16,2010,0.16,0.85,0.82,0.27,Adventure
X360,2010,0,0,0.02,0,Adventure
Wii,2008,0.35,0.02,0,0.03,Racing
PC,,0,0.03,0,0.01,Racing
N64,1999,0.03,0.01,0,0,Racing
PSP,2006,0.05,0,0,0.01,Action
X360,2013,0.86,0.84,0.01,0.17,Action
XB,2005,0.82,0.38,0,0.04,Action
PS3,2012,0.04,0,0,0.01,Racing
PSP,2009,0.18,0.27,0,0.15,Platform
DS,2009,0.15,0.03,0,0.02,Action
N64,2000,0.08,0.02,0,0,Platform
PS2,2002,0.03,0.03,0,0.01,Action
PS4,2016,0.01,0.01,0,0.01,Action
XB,2004,1.38,0.8,0,0.1,Racing
XB,2003,0.02,0,0,0,Racing
X360,2011,0.05,0.01,0,0,Racing
PSP,2006,0.05,0.02,0,0.01,Platform
PS3,2011,0,0,0.14,0,Action
PSP,2008,0,0,0.01,0,Adventure
PSP,2008,0.04,0,0,0,Action
XOne,2016,0.02,0.04,0,0,Action
X360,2009,0.73,0.96,0.01,0.22,Racing
DS,2009,0.2,0.34,0,0.07,Action
WiiU,2011,0.69,0.51,0.98,0.22,Action
PC,2016,0,0.03,0,0,Racing
PSP,2009,0.01,0,0,0,Action
PS2,2001,0.55,0.43,0,0.14,Racing
PS2,2007,0,0,0.02,0,Adventure
N64,1999,0.03,0.01,0,0,Racing
Wii,2009,0.12,0,0,0.01,Action
SNES,1995,1.65,0.61,1.76,0.09,Platform
Wii,2007,0.11,0,0.04,0.01,Action
PS3,2009,0.11,0.07,0,0.03,Action
PC,2009,0.02,0.03,0,0.01,Action
2600,1972,0.82,0.57,0.86,0.38,Action
XOne,2016,0.08,0.05,0,0.01,Action
X360,2009,0.07,0,0,0.01,Platform
PS3,2010,0.14,0.01,0,0.02,Action
XB,2002,0.05,0.02,0,0,Action
PS,1997,0,0,0.23,0.02,Racing
X360,2008,0.04,0,0.01,0,Action
DS,2008,0,0,0.03,0,Adventure
WiiU,2012,0.17,0.27,0,0.04,Action
XB,2005,0.2,0.06,0,0.01,Racing
PS3,2012,0.05,0.09,0,0.03,Racing
GBA,2002,0.1,0.04,0,0,Platform
PSP,2006,0.09,0.24,0,0.12,Action
PS2,2006,0,0,0.04,0,Adventure
PS2,2003,0.04,0.03,0,0.01,Action
PC,2003,0,0.04,0,0.01,Racing
X360,,0,0.1,0,0.02,Racing
PS2,2009,0.02,0.02,0,0.01,Racing
XB,2003,0.01,0,0,0,Adventure
PSP,2010,0,0,0.01,0,Adventure
PSP,2008,0,0,0.03,0,Adventure
3DS,2011,0,0.04,0.06,0.01,Action
PS2,2004,0.65,0.51,0,0.17,Racing
GC,2003,1.05,0.44,0.06,0.04,Platform
PS2,2003,0.05,0.04,0,0.01,Racing
Wii,2011,0.07,0,0,0,Racing
GBA,2004,0.14,0.05,0,0,Adventure
X360,2007,1.53,0.81,0,0.24,Action
N64,1997,0.32,0.07,0,0,Racing
PSP,2009,0.24,0.09,0,0.07,Action
PS2,2004,2.71,3.02,0.08,1.09,Racing
Wii,2008,0.17,0,0,0.01,Racing
XOne,2014,0.13,0.18,0,0.03,Platform
PS4,2016,0.04,0,0,0.01,Action
DS,2010,0,0,0.03,0,Action
DS,2008,0.07,0,0.03,0,Action
PS3,2015,0,0,0.25,0,Action
PS2,2005,0.57,0.02,0.07,0.09,Action
PSP,2010,0,0,0.04,0,Adventure
WiiU,2006,0.03,0.15,0.95,0.5,Platform
PSP,2006,0.04,0,0,0,Action
N64,1998,0.28,0.14,0,0.01,Racing
PS2,2005,0.01,0.01,0,0,Racing
WiiU,2013,0.31,0.35,0.02,,Action
PC,2003,0,0.02,0,0,Adventure
PSP,2012,0,0,0.06,0,Action
Wii,2014,0,0.04,0,0,Action
GBA,2004,0.01,0,0,0,Adventure
DS,2010,0.02,0.02,0,0,Adventure
DS,2007,0.03,0,0,0,Racing
XB,2003,0.14,0.04,0,0.01,Action
PS2,2000,0.08,0.06,0,0.02,Racing
PS2,2009,0,0,0.03,0,Adventure
PSP,2012,0,0,0.01,0,Adventure
PC,,0.06,0.25,0,0.04,Action
XB,2004,0.4,0.13,0,0.02,Platform
DS,2006,0.06,0.02,0,0.01,Adventure
PC,2010,0.01,0.45,0,0.09,Action
PS2,2001,0.16,0.12,0,0.04,Racing
GBA,2005,0.03,0.01,0,0,Platform
SAT,1995,0,0,0.07,0,Racing
XB,2002,0.07,0.02,0,0,Racing
PS2,2008,0.38,0.08,0.03,0.93,Racing
PSV,2015,0,0,0.02,0,Action
PS3,2012,0.31,,0,0.13,Action
PS4,2015,0.03,0.03,0,0.01,Platform
PSP,2008,0,0,0.05,0,Action
Wii,2009,0.38,0.01,0,0,Action
DS,2011,0,0,0.05,0,Adventure
XB,2004,0.11,0.03,0,0.01,Racing
WiiU,2012,0.25,0.09,0,0.03,Action
PS2,2007,0.74,0.03,0.01,0.12,Platform
3DS,2013,0,0,0.38,0,Adventure
PSP,2006,0,0.01,0,0,Adventure
GBA,2003,0.21,0.08,0,0.01,Action
2600,,0.3,0.02,0,0,Racing
WiiU,2011,0.17,0.47,0.66,0.3,Adventure
PS4,2015,0.5,1.5,0.05,0.37,Racing
PS3,2012,0.19,0.09,0.11,0.05,Action
DS,2010,0.02,0,0,0,Adventure
X360,2012,1.02,0,0,0.07,Action
2600,1982,1.03,0.06,0,0.01,Platform
XB,2002,0.13,0.04,0.03,0.01,Action
PS,1999,0.29,0.2,0,0.03,Adventure
GBA,2005,0.08,0.03,0,0,Platform
PC,2015,0,0.01,0,0,Action
N64,1998,0.06,0.02,0,0,Racing
Wii,2007,0.29,0.17,0.04,0.05,Action
Wii,2008,0,0,0.01,0,Adventure
X360,2011,,0.37,0,0.07,Racing
NES,1986,0,0,0.57,0,Action
Wii,2009,0.29,0.13,0,0.04,Platform
XB,2002,0.12,0.03,0.03,0.01,Racing
PS2,2002,0.36,0.28,0.22,0.09,Platform
DS,2007,0.29,0,0,0.02,Action
N64,1997,0.11,0.13,0,0.01,Racing
DS,2001,0.03,0.05,0.11,0.32,Adventure
Wii,2010,0.25,0.21,0,0.05,Adventure
PS2,2004,0.02,0.01,0,0,Action
PSV,2014,0,0,0.05,0,Adventure
PS2,2004,0.16,0.12,0,0.04,Action
GC,2002,0.13,0.03,0,0,Platform
DS,2008,0.65,0.22,0,0.09,Action
PS3,2012,0.36,0.49,0,0.2,Action
PS3,2008,0.2,0.04,0,0.02,Action
PS2,2004,0.39,1.01,0.02,0.36,Action
X360,2007,0.29,0.02,0,0.03,Action
PS3,2014,0.1,0.17,0.02,0.05,Action
PS3,2011,2.71,1.85,0.11,0.81,Action
PS2,2004,1,0.04,0,0.16,Racing
X360,2007,0.1,0.01,0,0.01,Action
PSP,2007,0.16,0,0,0.01,Action
PC,2012,0.96,1.07,0,0.27,Action
PS3,2009,0.07,0.03,0.02,0.01,Action
PS3,2014,0.05,0.09,0.01,0.03,Racing
X360,2010,0.08,0.02,0,0.01,Racing
X360,2009,0.16,0.05,0,0.02,Action
PSV,2016,0,0,0.02,0,Adventure
PSP,2010,0,0,0.03,0,Adventure
PS2,2004,1.46,0,0.83,1.93,Action
X360,2014,0.01,0,0,0,Adventure
DS,2008,0,0,0.05,0,Adventure
PSP,2007,0.02,0,0,0,Racing
GC,,0.06,0.01,0,0,Racing
X360,2015,0.48,0.33,0,0.08,Adventure
GBA,2003,0.03,0.01,0,0,Platform
PS2,1994,0.34,0.51,0.39,0.59,Racing
DS,2009,0.12,0.32,0,0.06,Adventure
PS2,2009,0,0,0.01,0,Adventure
DS,2007,0.13,0,0,0.01,Action
GB,1994,1.57,0.62,0.55,0.34,Platform
PS3,2009,0.11,0.03,0,0.02,Action
SNES,1994,0.57,0.12,0.71,0.02,Action
PSP,2011,0,0,0.03,0,Adventure
PS2,2004,1.06,0.54,0,0.16,Platform
X360,2006,0.44,0.48,0,0.11,Platform
DS,2009,0.3,0.27,0,0.07,Action
PC,2011,0,0.15,0,0.04,Racing
N64,1999,0.71,0.2,0,0.01,Platform
DS,2011,0,0,0.05,0,Adventure
PSP,2011,0,0,0.02,0,Adventure
PS,2000,0.14,0.09,0,0.02,Racing
PSP,2012,0,0,0.03,0,Adventure
X360,2014,0.07,0.05,0.01,0.01,Action
GEN,1994,1.02,0.47,0.2,0.07,Platform
PS2,2005,0.41,0.01,0,0.07,Action
PS2,1991,0.02,0.02,0.92,0.63,Platform
GBA,2004,0.54,0.2,0,0.01,Adventure
Wii,2011,0.01,0,0,0,Racing
DS,2006,0.12,0.03,0,0.01,Action
PS3,2012,0,0,0.03,0,Adventure
PS2,2006,0.25,0.19,0.02,0.06,Action
PC,2007,0,0.02,0,0,Racing
PS3,2011,0,0.08,0,0.02,Adventure
PS3,2008,0.05,0,0,0,Action
PS,1999,3.88,3.42,1.69,0.5,Racing
3DS,2015,0,0.03,0,0,Action
GBA,2003,0.06,0.02,0,0,Action
DS,2006,0.23,0,0,0.02,Adventure
PS2,2006,0,0,0.16,0,Adventure
GBA,2001,0.03,0.01,0,0,Action
PS3,2009,0.69,1.4,0.04,0.52,Racing
PC,2008,0.01,0.83,0,0.07,Adventure
X360,2007,0.03,0,0.01,0,Action
PS2,2009,0,0,0.03,0,Adventure
PS2,2006,0.05,0.04,0.84,0.16,Adventure
PS,1998,0.01,0.01,0,0,Action
PSV,2016,0,0,0.02,0,Adventure
PS2,2003,0.03,0.02,0,0.01,Racing
PSP,2011,0,0,0.05,0,Adventure
PS2,1991,0.78,0.93,0.29,0.73,Adventure
PS2,2004,0.5,0.39,0,0.13,Action
PS3,2008,0.43,0.65,0.02,0.25,Racing
GC,2003,0.06,0.02,0,0,Racing
X360,2008,1.94,0.79,0.02,0.28,Action
PS2,1990,0.94,0.32,0.63,0.66,Racing
X360,2014,0.64,0.34,0,0.1,Action
DS,2006,0.04,0,0,0,Action
PS,2000,0.08,0.05,0,0.01,Racing
PSP,2013,0,0,0.03,0,Adventure
GC,2003,0.12,0.03,0,0,Platform
DS,2010,0.18,0.1,0,0.03,Platform
PS,2002,0.75,1.09,0.02,0.12,Action
PS2,2006,0,0,0.04,0,Adventure
DS,2006,0.11,0.02,0.11,0.01,Action
PSV,2015,0,0,0.13,0,Action
Wii,2011,0.05,0,0,0,Adventure
SNES,2015,1.44,0.71,0.38,1.93,Adventure
PS,1998,0.19,0.13,0,0.02,Racing
PS4,2015,0.17,0.08,0,0.05,Action
PS2,2002,2.71,1.51,0.03,0.23,Action
PS2,2008,0,0,0.1,0,Adventure
PSV,2015,0,0,0.01,0,Adventure
GBA,2001,3.14,1.24,0.91,0.2,Platform
PC,2015,0,0.08,0,0,Action
PS2,1993,0.98,0.39,0.94,0.11,Racing
XOne,2016,0,0.01,0,0,Racing
PS2,2004,0.08,0.06,0,0.02,Adventure
Wii,2011,0.05,0.03,0,0.01,Action
X360,2012,0.38,0.15,0,0.05,Adventure
DC,2001,0,0,0.12,0,Platform
PSP,2009,0.03,0,0,0,Racing
XB,2001,1.37,0.61,0.05,0.09,Racing
PSV,2015,0,0,0.02,0,Action
PC,2011,0.03,0,0,0,Action
X360,2011,2.08,1.97,0.06,0.46,Racing
GC,2003,0.08,0.02,0,0,Platform
PS3,2007,0.18,0.03,0,0.03,Action
WiiU,2009,0.91,0.69,0.43,0.02,Action
PC,2015,0.01,0.01,0,0,Action
XB,2005,0.61,0.1,0,0.03,Racing
XB,2004,0.14,0.04,0,0.01,Action
PC,1997,0,0.01,0,0,Racing
Wii,2010,0.17,0.05,0,0.02,Action
PS,1997,0.02,0.01,0,0,Racing
DS,2006,0.12,0,0,0.01,Platform
2600,1981,0.65,0.04,0,0.01,Action
GBA,2001,2.62,1.64,0.99,0.23,Racing
2600,,2.06,0.12,0,,Action
X360,2010,0.14,0.03,0,0.01,Action
PS,1999,0.01,0.01,0,0,Racing
XB,2005,0.2,0.06,0,0.01,Action
X360,2008,0.53,0.42,0.01,0.11,Action
PS2,2001,0.21,0.16,0.12,0.05,Action
GC,2002,0.06,0.02,0,0,Platform
PS2,2005,1.98,1.14,0.01,0.41,Action
PSP,2007,0,0,0.15,0,Adventure
X360,2012,0.48,0.32,0.02,0.08,Action
DS,2006,0.78,0.02,1.05,0.08,Platform
PS2,2004,0.03,0.02,0,0.01,Action
DS,2007,0.09,0,0,0.01,Adventure
WiiU,2006,0.88,0.32,0.09,0.74,Racing
PSP,2014,0,0,,0,Adventure
Wii,2010,0.12,0.09,0,0.02,Action
PSP,2010,0,0,0.05,0,Adventure
PS2,2008,0,0,0.02,0,Adventure
PS2,2008,0.12,0.1,0,0.03,Action
2600,1974,0.85,0.65,0.93,0.06,Action
PSP,2012,0,0,0.14,0,Action
PSP,2006,0.07,0,0,0.01,Platform
GC,2002,0.23,0.06,0,0.01,Racing
PS3,2012,0,0,0.59,0,Action
XB,2004,0.92,0.2,0.07,0.04,Action
PSV,2005,0.07,0.6,0.91,0.03,Action
DS,2008,0.03,0.01,0,0,Platform
Wii,2010,0.05,0,0,0,Adventure
PSV,2015,0,0,0.02,0,Action
PS2,2004,0.02,0.01,0,0,Adventure
XB,2005,0.15,0.04,0,0.01,Action
XB,2004,0.06,0.02,0,0,Action
PS2,2003,0.53,0.41,0,0.14,Racing
PS3,2015,0,0.02,0,0,Action
PSV,2013,0.04,0.02,0.08,0.01,Action
DS,2007,0,0,0.03,0,Adventure
X360,2010,0.18,0.06,0,0.02,Action
PS4,2015,1.09,1.36,0.49,0.48,Action
PS4,2014,0.16,0.2,0,0.07,Action
SAT,2003,0,0.47,0.77,0.27,Action
PS2,2002,0.64,0.5,0,0.17,Racing
PS3,2010,0.45,0.92,0.06,0.32,Action
Wii,2010,0.12,0.08,0,0.02,Adventure
DC,1998,1.26,0.61,0.46,0.08,Platform
PS3,,0.18,0.14,,0.06,Action
GBA,2004,0.37,0.14,0,0.01,Action
PS4,2016,0,0,0.04,0,Action
SAT,1998,0,0,0.25,0,Adventure
GBA,2004,0.76,0.28,0,0.02,Action
PSV,2015,0,0,0.02,0,Adventure
PS2,1986,0.37,0.37,0.96,0.33,Adventure
3DS,2012,0,0,0.02,0,Action
GBA,2002,0.25,0.09,0,0.01,Action
PS2,2006,0.12,0.1,0,0.03,Action
X360,2011,0.11,0.05,0,0.01,Action
WiiU,2009,0.03,0.41,0.62,0.22,Adventure
DS,2008,0.35,,0,0.06,Adventure
X360,2010,0.17,0,0,0.01,Racing
GC,2004,0.08,0.02,0,0,Adventure
X360,2009,0.15,0.14,0,0.03,Action
DS,2007,,0,0,0,Adventure
PS2,2009,0,0,0.02,0,Adventure
3DS,2012,0.36,0.04,0.04,0.04,Action
PSP,2011,0,0,0.01,0,Adventure
PS,2000,0.11,0.08,0,0.01,Adventure
PSV,2013,0.04,0.04,0.25,0.02,Action
PS,2000,0.06,0.04,0,0.01,Racing
PS4,2016,0.42,1.08,0.03,0.28,Action
3DS,2011,0.11,0.23,0,0.04,Platform
XB,2003,0.06,0.02,0,0,Racing
DS,2006,0.03,0,0,0,Action
PS2,,0,0,0.12,0,Platform
PSP,2010,0,0,0.03,0,Adventure
PSP,2007,0.22,0.27,0,0.16,Action
PSV,2012,0,0,0.03,0,Adventure
XOne,2015,0.1,0.09,0,0.02,Action
X360,2011,0.2,,0,0.02,Action
PSP,2013,0,0,0.06,0,Action
PS3,2013,1.33,1.68,0.13,0.57,Action
PS3,2014,0.06,0.14,0.02,0.04,Action
PS2,2007,0.13,0,0,0.39,Action
X360,2010,0.21,0.2,0,0.04,Action
PS,2001,0.07,0.05,0,0.01,Platform
Wii,2007,0.21,0.01,0,0.02,Action
PS2,2008,0.11,0.09,0,0.03,Action
PS,1998,0.81,0.76,0.7,0.14,Action
PSP,2009,0.07,0,0,0.01,Platform
DS,2010,0.02,0,0,0,Racing
GBA,2005,0.16,0.06,0,0,Action
GBA,2004,0.29,0.11,0,0.01,Action
PSP,2008,0.4,0.48,0,0.29,Action
PS4,2013,0.43,0.68,0.42,0.2,Platform
3DS,2014,0,0,0.01,0,Adventure
WiiU,2012,0.22,0.12,0,0.03,Action
X360,2009,0.32,0.39,0,0.09,Racing
N64,1991,0.15,0.52,0.58,0.72,Racing
PSP,2011,0,0,0.04,0,Adventure
SAT,1995,0,0,0.06,0,Adventure
DS,2008,0.5,0.28,0,0.09,Action
SNES,1996,1.17,0.5,1.75,0.08,Platform
PC,2013,0.13,0.16,0,0.02,Action
N64,1997,0.15,0.04,0,0,Action
PS,1999,0.3,0.2,0,0.03,Platform
X360,2011,0.05,0.03,0,0.01,Action
PS3,2008,0.07,0.03,0,0.02,Action
X360,2012,0.16,0,0,0.01,Action
PS2,2001,0.07,0.06,0,0.02,Racing
DS,2007,0.22,0,0.09,0.02,Platform
SNES,1995,0.04,0.01,0.3,0,Action
GC,2003,0.06,0.02,0,0,Racing
PS,1995,0.03,0.02,0,0,Racing
PC,1996,0.96,0.07,0,0,Action
Wii,2010,0.15,0.06,0,0.02,Adventure
PS2,2003,0.21,0.16,0,0.05,Adventure
DS,2009,0.13,0,0,0.01,Racing
PS2,2006,0,0,0.19,0,Action
PS3,2015,0,0,0.15,0,Action
PS,1997,0.15,0.1,0,0.02,Platform
PS,1999,0.88,0.6,0,0.1,Racing
N64,2000,0.14,0.03,0.05,0,Action
XB,2005,0.07,0.03,0,0,Adventure
PSP,2012,0.05,0.18,0.02,0.09,Action
PS2,2008,0,0,0.04,0,Adventure
PC,2009,0,0.05,0,0.01,Racing
X360,2010,0,0,0.02,0,Adventure
PS3,2011,0,0,0.09,0,Action
GC,2003,0.09,0.02,0,0,Action
DS,2007,0.68,0.82,0,0.19,Action
Wii,2008,0.46,0.47,0,0.11,Action
PSP,2012,0,0,0.02,0,Action
X360,2006,0.11,0.01,0,0.01,Action
Wii,2009,0.9,0.38,0,0.12,Action
SNES,1996,0.26,0.07,1.09,0.02,Platform
DS,2011,0.04,0.04,0,0.01,Adventure
PC,2008,0,0.02,0,0,Adventure
PSP,2010,0.08,0,0,0.01,Racing
DS,2007,0.05,0.01,0,0,Platform
X360,2012,0.07,0.17,0,0.02,Racing
PS2,1993,0.12,0.06,0.38,0.2,Platform
SAT,2001,0.31,0.78,0.41,0.01,Racing
PS3,2010,0.8,0.49,0,0.21,Action
PSP,2011,0,0,0.08,0,Adventure
PS2,2007,0.03,0.03,0,0.01,Racing
X360,2008,0.65,0.22,0.05,0.1,Action
PS3,2010,0.45,0.45,0.06,0.18,Action
DS,2010,0.22,0.08,0,0.03,Platform
PSV,2003,0.24,0.66,0.99,0.43,Platform
PSV,2014,0,0,0.02,0,Action
DS,2008,0,0,0.03,0,Action
PS,1996,0.04,0.03,0,0,Platform
WiiU,2014,0.04,0.02,0,0.01,Adventure
GC,2006,0.11,0.03,0,0,Action
X360,2009,0.14,,0,0.01,Action
N64,1999,0.06,0.01,0,0,Adventure
PSP,2009,0.28,0.49,0.03,0.27,Action
Wii,2010,0.18,0.09,0,0.03,Platform
3DS,2012,0.88,0.26,0.34,0.1,Action
DS,2008,0.07,0.03,0,0.01,Platform
PSV,2014,0.03,0.01,0.06,0.01,Action
3DS,2012,0,0,0.1,0,Action
PS2,2008,0,0,0.28,0,Action
3DS,2015,0.05,0.11,0.04,0.01,Action
Wii,2008,0,0,0.01,0,Racing
3DS,2013,0,0,0.26,0,Action
PSV,2012,0,0.28,0.05,0.11,Action
PS2,2010,0,0,0.02,0,Adventure
PS3,2012,0.06,0.19,0,0.06,Racing
PS2,2008,0,0,0.02,0,Adventure
PS2,2005,1.47,1.39,0.03,0.43,Action
PSV,2012,0,0,0.05,0,Adventure
PS2,1986,0.5,0.79,0.88,0.97,Racing
PS,1997,0.39,0.26,0,0.05,Racing
X360,2011,0.1,0.04,0,0.01,Platform
PSV,2015,0,0,0.04,0,Action
SNES,2017,0.7,0.3,1.66,1.27,Racing
PS,1998,0.05,0.03,0,0.01,Racing
PC,2010,0,0.03,0,0,Action
PS2,2001,1.19,0.17,0,0.05,Racing
PC,2011,0,0.03,0,0.01,Action
3DS,2014,0,0,0.03,0,Action
PS3,2007,1.91,2,0.09,0.82,Adventure
PS2,2008,0,0,0.03,0,Adventure
DS,2009,0,0,0.09,0,Action
GBA,2004,0,0,0.2,0.01,Platform
PS2,1995,0.35,0.67,0.99,0.51,Action
GBA,2005,0.2,0.08,0,0.01,Action
PS,1998,3.36,1.36,0.07,0.21,Platform
PSV,2016,0,0,0.01,0,Adventure
DS,2008,0,0,0.06,0,Action
XB,2003,0.05,0.01,0,0,Action
PS2,2006,1.06,0.82,0.05,0.28,Action
PS2,2008,0,0,0.02,0,Adventure
DS,2008,0,0,0.04,0,Adventure
SNES,2007,1.57,0.73,0,1.41,Platform
PS3,2007,0.18,0.04,0.01,0.03,Racing
PS2,2005,0.24,0.18,0.91,0.06,Action
PSV,2015,0,0,0.03,0,Action
XB,2005,0.26,0.11,0,0.02,Action
GBA,,0.26,0.1,0,0.01,Action
PS,1996,0.23,0.16,0,0.03,Racing
X360,2009,0.11,0.09,0,0.02,Action
Wii,2010,0.14,0.15,0,0.03,Action
X360,2007,0.54,0.09,0,0.06,Action
SNES,1993,0.94,0.34,0.21,0.27,Platform
PSP,2012,0,0,0.02,0,Action
3DS,2016,0,0.04,0.05,0,Action
PS2,2000,0.06,0.05,0.14,0.02,Racing
DC,2001,0,0,0.04,0,Action
PS3,2012,0,0,0.02,0,Adventure
PSV,2016,0,0,0.01,0,Adventure
GBA,2002,0.13,0.05,0,0,Action
PS2,2002,0.23,0.18,0,0.06,Racing
GC,2005,0.17,0.04,0,0.01,Action
XOne,2016,0.02,0.03,0,0,Action
PSV,2009,0.61,0.42,0.58,0.37,Racing
PS4,2015,0.12,0.2,0.02,0.06,Action
XB,2006,0.42,0.11,0,0.02,Action
PSP,2012,0,0,0.01,0,Action
PS2,2004,0.04,0.03,0.36,0.01,Action
DS,2010,0.05,0.01,0,0,Adventure
Wii,2008,0.14,0,0,0.01,Action
GC,2002,0.63,0.38,0.35,0.05,Action
PS3,2010,0.07,0.05,0,0.02,Action
DS,2010,0.19,0.18,0,0.04,Action
PS3,,0.01,0,0,0,Adventure
PS2,2010,0.34,0.01,0,0.06,Action
3DS,2014,0,0,0.01,0,Adventure
PS3,2010,0.17,0.24,0,0.09,Action
PS2,2006,0,0,0.02,0,Adventure
XOne,2016,0.01,0.01,0,0,Action
X360,2006,0.27,0.07,0.01,0.03,Action
2600,1972,0.78,0.26,0.26,0.1,Action
DS,2006,0.33,0.01,0,0.03,Platform
PSP,2009,0.29,0.07,0,0.06,Racing
GBA,2002,0.19,0.07,0,0,Racing
